"brand","title","type","price","priceWithCurrency","available","availableText","sold","lastUpdated","itemLocation"
"Carolina Herrera","GOOD GIRL NEW YORK By CAROLINA HERRERA Dot Drama Black EDP  2.7 Fl Oz/80ml","Eau de Parfum","139.99","US $139.99","3","3 available / 43 sold","43","May 23, 2024 05:37:11 PDT","DELHI, DELHI, India"
"Baby Phat","Baby Phat Goddess by Kimora Lee Simmons 1.7oz  EDP Spray Perfume  (Pink) Rare","Eau de Parfum","79.95","US $79.95","3","3 available / 1 sold","1","May 23, 2024 20:10:08 PDT","New Hyde Park, New York, United States"
"Lancôme","Lancome Idole Now 3.4oz / 100ml Eau De Parfum Spray For Women New In Box","Eau de Parfum","69.99","US $69.99","4","4 available / 23 sold","23","May 09, 2024 00:05:00 PDT","California or Hong Kong, Hong Kong"
"Jo Malone","Jo Malone London English Pear & Sweet Pea Cologne, Large Size 3.4oz/100mL,NEW","Eau de Cologne","99","US $99.00","2","2 available / 2 sold","2","May 01, 2024 07:26:19 PDT","Novi, Michigan, United States"
"Lancôme","Lancome Tresor 3.4 oz EDP Romantic Women's Perfume Spray Timeless Fragrance","Eau de Parfum","44.99","US $44.99/ea","10","More than 10 available / 9 sold","9","May 23, 2024 08:27:40 PDT","Southgate, Michigan, United States"
"Ariana Grande","Cloud by Ariana Grande 3.4 oz EDP Perfume for Women New in Box 2-5 Days Delivery","Eau de Parfum","29.6","US $29.60/ea","6","6 available / 20 sold","20","May 22, 2024 09:18:37 PDT","Sayreville, New Jersey, Pakistan"
"MEM","Complete Set of 7 Love's Baby Soft by MEM  Unboxed Original 90s pl read below","Cologne","28","US $28.00/ea","10","More than 10 available / 6 sold","6","Apr 23, 2024 02:10:14 PDT","Hicksville, New York, United States"
"Maison Margiela","Maison Margiela Replica Sailing Day Eau de Toilette 3.4 oz New in Box US","Eau de Toilette","48.88","US $48.88","10","More than 10 available / 48 sold","48","May 13, 2024 18:29:35 PDT","College Point, New York, United States"
"Escada","Escada Santorini Sunrise by Escada Eau De Toilette Spray 3.4oz/100ml for Women","Eau De Toilette Spray 3.4 oz","38.01","US $38.01/ea","10","More than 10 available / 32 sold","32","May 23, 2024 01:33:13 PDT","Hauppauge, New York, United States"
"Khadlaj","Shiyaaka KHADLAJ 100ML 3.4.OZ EAU DE PARFUM SPRAY","Eau de Parfum","38","US $38.00",,"Last One / 8 sold","8","Apr 27, 2024 08:14:50 PDT","Hicksville, New York, United States"
"Ariana Grande","Cloud by Ariana Grande Perfume 3.4 oz Eau de Parfum EDP for Women BRAND NEW!!","Eau de Parfum","32","US $32.00/ea","9","9 available / 10 sold","10","May 22, 2024 10:10:13 PDT","Hamtramck, Michigan, United States"
"Burberry","Burberry Goddess EDP Eau De Parfum Spray 3.3 oz New In Sealed Box GIFT","Eau de Parfum","95","US $95.00",,"",,"","West Hollywood, California, United States"
"Gwen Stefani","L Lamb By Gwen Stefani Perfume Women 3.4 oz 100ML EDP Spray (T) Very Rare!","Eau de Parfum","150","US $150.00",,"Last One / 62 sold","62","May 11, 2024 01:54:01 PDT","Jamaica, New York, United States"
"Jimmy Choo","I Want Choo Forever by Jimmy Choo, 3.3 oz EDP Spray for Women","Eau De Parfum","58.62","US $58.62/ea","10","More than 10 available / 48 sold","48","May 21, 2024 19:32:40 PDT","Edison, New Jersey, United States"
"Kate Spade","LIVE COLORFULLY SUNSET by Kate Spade women perfume 3.4 oz 3.3 edp NEW TESTER","Eau de Perfume","20.93","US $20.93",,"Last One / 243 sold","243","May 14, 2024 10:16:11 PDT","Dallas, Texas, United States"
"Dior","Miss Dior Rose N'Roses by Christian Dior for women EDT 3.3 / 3.4 oz New In Box","Eau de Toilette","85.67","US $85.67",,"Last One / 85 sold","85","May 16, 2024 21:23:44 PDT","Dallas, Texas, United States"
"Marc Jacobs","Daisy Marc Jacobs Eau So Fresh POP 2.5 oz/ 75 ml EDT Spray for Women. New in Box","Eau de Toilette","74.99","US $74.99/ea","10","10 available / 13 sold","13","May 20, 2024 15:45:05 PDT","Katy, Texas, United States"
"Unbranded","50ml Pheromone Perfume Spray for Women Lady Attractant Men Long Lasting Gifts","Perfume","8.99","US $8.99","10","More than 10 available / 120 sold","120","Apr 21, 2024 19:06:57 PDT","Temecula, California, United States"
"Burberry","Burberry Her 3.3 oz EDT eau de toilette Spray Womens Perfume 100 ml New In Box","Eau de Toilette","49.99","US $49.99/ea","10","More than 10 available / 22 sold","22","May 21, 2024 18:01:34 PDT","New York, New York, Taiwan"
"Jo Malone","Jo Malone Orris & Sandalwood Cologne Intense Women's Eau de 3.4 fl oz/100ml","Eau de Cologne","86.99","US $86.99","4","4 available / 6 sold","6","May 08, 2024 16:32:50 PDT","Las Vegas, Nevada, United States"
"Chloé","Nomade by Chloe perfume for women EDP 2.5 oz New In Box","Eau de Parfum","67.14","US $67.14/ea","4","4 available / 124 sold","124","May 23, 2024 10:32:22 PDT","Dallas, Texas, United States"
"Dolce & Gabbana","Light Blue Summer Vibes by Dolce & Gabbana 3.3 oz EDT Perfume Women New In Box","Eau de Toilette","52.38","US $52.38","10","More than 10 available / 27 sold","27","May 24, 2024 03:21:02 PDT","Hackensack, New Jersey, United States"
"Dossier","Dossier Citrus Peony Eau de Parfum. Size: 50ml / 1.7oz","Eau de Parfum","22","US $22.00/ea","10","More than 10 available / 18 sold","18","","Los Angeles, California, United States"
"Jo Malone","Jo Malone Saffron Cologne Intense Spray Women's Eau de 3.4 fl oz/100ml","Eau de Cologne","86.99","US $86.99","5","5 available / 5 sold","5","May 08, 2024 16:32:50 PDT","Las Vegas, Nevada, United States"
"Juliette has a gun","Juliette Has a Gun PEAR INC. 1.7 oz. Eau de Parfum Spray, New in Sealed Box","Eau de Parfum","54.95","US $54.95/ea","10","10 available / 18 sold","18","May 23, 2024 13:41:41 PDT","Katy, Texas, United States"
"CHANEL","Chanel Chance Eau Fraiche EDT Eau de Toilette Spray 3.4 Oz 100 Ml (Sealed Box)","Eau de Toilette","115.22","US $115.22","8","8 available / 5 sold","5","May 17, 2024 01:58:47 PDT","Glendale, California, United States"
"Jeanne Arthes","Jeanne Arthes Boum Candy Land Eau de Parfum Women Vanille Sa Pomme d'Amour 100ml","Eau de Parfum","29.66","US $29.66","10","More than 10 available / 163 sold","163","May 13, 2024 04:10:57 PDT","Sevlievo, Bulgaria"
"Burberry","BURBERRY LONDON WOMEN *CLASSIC* 0.15 oz / 4.5 ML Eau De Parfum Miniature In Box","Eau de Parfum","11.49","US $11.49","10","More than 10 available / 20 sold","20","May 13, 2024 11:28:03 PDT","Spring Valley, New York, United States"
"Britney Spears","Circus Fantasy by Britney Spears 3.3 oz EDP Perfume for Women New In Box","Eau de Parfum","19.75","US $19.75/ea","4","4 available / 194 sold","194","May 22, 2024 08:31:17 PDT","Hackensack, New Jersey, United States"
"Avon","SWEET HONESTY BY AVON | DISCONTINUED 1.7 OZ COLOGNE SPRAY  FREE FAST SHIPPING","Eau de Cologne","16.95","US $16.95","10","More than 10 available / 90 sold","90","May 19, 2024 12:16:40 PDT","Humacao, Puerto Rico, United States"
"Clean","CLEAN RESERVE Six Piece Spray Travel Layering Collection Perfume 6 X 5ml/0.17oz","Eau de Parfum","23.89","US $23.89/ea","7","7 available / 82 sold","82","Dec 12, 2023 14:38:58 PST","New York, New York, United States"
"Gucci","Gucci Flora Eau De Parfum 3 Pcs Set  / New With Box","Eau De Parfum 3 Pcs Set","52.99","US $52.99","10","More than 10 available / 4 sold","4","May 23, 2024 00:00:03 PDT","Long Island City, New York, United States"
"Dolce & Gabbana","Light Blue by Dolce & Gabbana, 6.7 oz EDT Spray for Women","Eau De Toilette","65.55","US $65.55/ea","10","More than 10 available / 1,355 sold","1355","May 24, 2024 07:59:22 PDT","Edison, New Jersey, United States"
"Juliette has a gun","VANILLA VIBES BY JULIETTE HAS A GUN-EDP-SPRAY-3.3 OZ-100 ML-AUTHENTIC-U/B-FRANCE","Eau de Parfum","56.99","US $56.99/ea","2","2 available / 2 sold","2","May 24, 2024 09:07:35 PDT","Myrtle Beach, South Carolina, United States"
"Lancôme","Idole by Lancome Eau de Parfum EDP Perfume for Women 2.5 oz New in Box","Eau de Parfum","49.99","US $49.99","10","More than 10 available / 22 sold","22","May 13, 2024 07:38:03 PDT","Houston, Texas, United States"
"Ralph Lauren","Ralph Lauren ROMANCE Women 6.7 oz 200 ml Sensuous Body Moisturizer Lotion Sealed","Sensuous Body Moisturizer","28.4","US $28.40/ea","10","More than 10 available / 65 sold","65","Feb 22, 2024 16:27:17 PST","Midway City, California, United States"
"Elizabeth Arden","ARDEN BEAUTY by Elizabeth Arden 3.3 / 3.4 oz EDP for Women New In Box Sealed","Eau de Parfum","16.82","US $16.82/ea","111","111 available / 662 sold","662","May 24, 2024 09:47:08 PDT","Dallas, Texas, United States"
"Jean Paul Gaultier","JEAN PAUL GAULTIER CLASSIQUE edt perfume spray 3.3 oz 3.4 Women NEW tester","Eau de Toilette","58.94","US $58.94/ea","95","95 available / 129 sold","129","May 23, 2024 08:46:38 PDT","Dallas, Texas, United States"
"Carolina Herrera","Carolina Herrera Good Girl BLUSH Womens Perfume EDP Mini 0.24 oz NWOB","Eau de Parfum","24.99","US $24.99","6","6 available / 55 sold","55","May 23, 2024 10:32:13 PDT","Eden Prairie, Minnesota, United States"
"Givenchy","Amarige by Givenchy EDT Perfume for Women 3.3 / 3.4 oz Brand New Tester","Eau de Toilette","45.98","US $45.98",,"Last One / 425 sold","425","May 22, 2024 09:47:15 PDT","Hackensack, New Jersey, United States"
"Victoria's Secret","Victoria's Secret Bombshell FINE Body LOTION Fragrance Perfume 250ml","Lotion","18.5","US $18.50","5","5 available / 2 sold","2","May 22, 2024 06:01:13 PDT","Lisle, Illinois, United States"
"Daddy Yankee","Dyamante by Daddy Yankee 3.4 oz Eau De Parfum Spray for women New in box","Eau de Parfum","12.15","US $12.15/ea","6","6 available / 533 sold","533","May 21, 2024 11:35:08 PDT","Dallas, Texas, United States"
"Carolina Herrera","Good Girl Perfume by Carolina Herrera 5.1 oz. Eau de Parfum Spray. New. NO Box","Eau de Parfum","89.99","US $89.99/ea","10","10 available / 285 sold","285","May 23, 2024 22:31:13 PDT","Katy, Texas, United States"
"Classic Erotica","Pure Instinct Pheromone Oil For Her .5oz","Perfume Oil","13.12","US $13.12/ea","10","More than 10 available / 96 sold","96","May 11, 2024 13:10:48 PDT","Carlton, Georgia, United States"
"Avon","Avon Women Fragrance Perfume Spray HAIKU 1.7oz  New In Box| FREE Travel spray","Perfume","16.89","US $16.89","10","More than 10 available / 177 sold","177","May 05, 2024 00:29:28 PDT","West Palm Beach, Florida, United States"
"Pacifica","Pacifica Tahitian Gardenia Perfume - Purse Travel Rollerball .33oz/10ml","Perfume","14.9","US $14.90/ea","10","More than 10 available / 56 sold","56","May 20, 2024 04:04:15 PDT","Citrus Heights, California, United States"
"Dior","NIB {Dior} Miss Dior Rose N Roses Women's Eau de Toilette Miniature 0.17 fl oz","Eau de Toilette","19.48","US $19.48","10","More than 10 available / 4 sold","4","May 10, 2024 17:24:59 PDT","Irvine, California, United States"
"Bvlgari","New Women's EDT Perfume Bvlgari Omnia Paraiba Eau De Toilette Spray 2.2 oz","Eau de Toilette","33.86","US $33.86/ea","8","8 available / 18 sold","18","May 15, 2024 03:09:55 PDT","Houston, Texas, HongKong, China"
"Jo Malone","Jo Malone London English Pear & Sweet Pea Cologne travel size 9ml/0.3fl.oz NEW!!","Eau de Cologne","16.99","US $16.99","10","10 available / 39 sold","39","May 19, 2024 11:41:14 PDT","Laguna Niguel, California, United States"
"Bvlgari","BVLGARI ROSE GOLDEA BLOSSOM DELIGHT EAU DE PARFUM 0.5OZ 15ML VAPORISATEUR  SPRAY","Eau de Parfum","24.5","US $24.50/ea","10","More than 10 available / 18 sold","18","May 24, 2024 06:42:45 PDT","Brooklyn, New York, United States"
"Versace","Versense By Versace EDT For Women 3.4 oz / 100 ml *NEW*","Eau de Toilette","38.99","US $38.99","10","More than 10 available / 19 sold","19","May 08, 2024 09:28:53 PDT","Miami, Florida, United States"
"Montale","Montale Intense Cafe by Montale  EAU DE PARFUM SPRAY 3.4 OZ NEW IN BOX","Eau de Parfum","65.5","US $65.50",,"Last One / 46 sold","46","May 24, 2024 04:59:52 PDT","Edison, New Jersey, United States"
"HUGO BOSS","Boss Ma Vie Pour Femme by Hugo Boss 2.5 oz EDP Perfume for Women New In Box","Eau de Parfum","29.79","US $29.79/ea","10","More than 10 available / 541 sold","541","May 21, 2024 20:36:05 PDT","Hackensack, New Jersey, United States"
"Dolce&Gabbana","The Only One by Dolce & Gabbana perfume for women EDP 3.3 / 3.4 oz New Tester","Eau de Parfum","50.22","US $50.22/ea","8","8 available / 380 sold","380","May 23, 2024 13:02:11 PDT","Dallas, Texas, United States"
"Montblanc","Montblanc - Signature Eau De Parfum Spray  50ml/1.7oz","Fragrances","31.01","US $31.01","3","3 available / 6 sold","6","May 18, 2024 08:38:26 PDT","Brooklyn, New York, United States"
"Dossier","Dossier Gourmand White Flowers 1.7 oz Cologne Spray New No Box","Cologne Spray","22.99","US $22.99","10","More than 10 available / 23 sold","23","May 17, 2024 11:37:53 PDT","Bogota, New Jersey, United States"
"Christian Audigier","Ed Hardy by Christian Audigier Perfume for Women edp 3.4 oz Brand New In Box","Eau de Parfum","22.9","US $22.90/ea",,"Limited quantity available / 3,510 sold","3510","May 24, 2024 10:58:03 PDT","Hackensack, New Jersey, United States"
"Mancera","Red Tobacco by Mancera 4 oz EDP Perfume for Men New in Box","Eau de Parfum","55.99","US $55.99/ea","10","More than 10 available / 25 sold","25","May 20, 2024 03:00:46 PDT","New York, New York, Taiwan"
"Snif","Snif : Sweet Ash .07 FL. OZ. - Juniper, Fir Balsam, White Moss & Cedarwood","Perfume","14.95","US $14.95",,"",,"","Philadelphia, Pennsylvania, United States"
"Estée Lauder","Estee Lauder Beautiful Perfume Eau de Parfum Spray 1 oz 30ml (SEALED AUTHENTIC!)","Eau de Parfum","23.99","US $23.99","8","8 available / 26 sold","26","May 06, 2024 03:22:42 PDT","Hemet, California, United States"
"Marc Jacobs","Daisy Eau So Fresh by Marc Jacobs 4.25 Oz / 125 Ml – EDP Spray, Sealed","Eau de Toilette","39.99","US $39.99/ea","5","5 available / 32 sold","32","May 09, 2024 05:43:46 PDT","Dearborn, Michigan, United States"
"Jessica Simpson","Fancy Love by Jessica Simpson 8 oz Body Mist for Women Brand New","Fragrance Mist","10.98","US $10.98","10","10 available / 279 sold","279","May 22, 2024 11:23:48 PDT","Hackensack, New Jersey, United States"
"Dolce&Gabbana","Dolce & Gabbana Pour Femme 3.3 / 3.4 oz EDP Perfume for Women Brand New Tester","Eau de Parfum","41.34","US $41.34/ea","2","2 available / 171 sold","171","May 16, 2024 20:05:20 PDT","Hackensack, New Jersey, United States"
"Bath & Body Works","Bath and Body Works NIB Black Amethyst Perfumes","Perfume","50","US $50.00","3","3 available / 3 sold","3","","Paige, Texas, United States"
"Kilian","2 Kilian Good Girl Gone Bad Eau De Parfum Mini 1.5mL + Le Rouge Lip Travel Set","Eau de Parfum","9.9","US $9.90","6","6 available / 2 sold","2","","Houston, Texas, United States"
"Donna Karan","Donna Karan Cashmere Mist 3.4 oz / 100ml Women Eau de Parfum Brand New Sealed","Eau de Parfum","29.95","US $29.95/ea","8","8 available / 1,239 sold","1239","May 22, 2024 08:24:55 PDT","Warren, Michigan, United States"
"ESCADA","ESCADA Island Kiss 3.4oz (100 ml) Eau de Toilette Spray - NEW","Perfume","54.9","US $54.90",,"Last One / 10 sold","10","May 20, 2024 13:27:42 PDT","Brooklyn, New York, United States"
"Rasasi","Rasasi Ladies Daarej EDP Spray 3.4 oz Fragrances 614514177013","Fragrances","18.79","US $18.79","3","3 available / 5 sold","5","May 22, 2024 14:38:40 PDT","Brooklyn, New York, United States"
"ISSEY MIYAKE","NEW! L'eau D'Issey by Issey Miyake 0.84 oz EDT Perfume for Women 5B","Eau de Toilette","21","US $21.00","3","3 available / 2 sold","2","May 20, 2024 12:02:06 PDT","Mesa, Arizona, United States"
"Clinique","Aromatics Elixir by Clinique, 3.4 oz Perfume Spray for Women","Perfume","34.17","US $34.17/ea",,"Limited quantity available / 349 sold","349","May 24, 2024 08:51:59 PDT","Edison, New Jersey, United States"
"The Body Shop","The Body Shop 'White Musk Libertine' Eau De Toilette 2oz/60ml New","Eau De Toilette","19.3","US $19.30","10","More than 10 available / 10 sold","10","May 23, 2024 02:12:12 PDT","Long Island City, New York, United States"
"Givenchy","Givenchy Dahlia Divin For Women Eau de Parfum Spray 2.5 fl oz / 75ML EDP","Eau de Parfum","70","US $70.00","6","6 available / 6 sold","6","Apr 12, 2024 16:06:00 PDT","Franklin Square, New York, United States"
"Five Star Fragrance","Light Blue 6.7 oz / 200mL Women's Eau De Toilette Spray Perfume Brand New Sealed","Eau de Toilette","40.99","US $40.99/ea","10","More than 10 available / 14 sold","14","May 21, 2024 09:18:50 PDT","Bainbridge Island, Washington, United States"
"Pink sugar","Premium Fragrance Body Oil PINK SUGAR for Women 16 oz","Pink Sugar","33.5","US $33.50","10","More than 10 available / 11 sold","11","Mar 19, 2024 15:56:37 PDT","New York, New York, United States"
"Jimmy Choo","Jimmy Choo Illicit 2 oz EDP Perfume for Women New In Box","Eau de Parfum","28.18","US $28.18/ea","10","More than 10 available / 131 sold","131","May 22, 2024 15:03:19 PDT","Hackensack, New Jersey, United States"
"Robert Piguet","FRACAS by Robert Piguet Parfum Mini Women Splash 0.14 oz. No Box  New & RARE(P44","Parfum","23.99","US $23.99/ea","10","More than 10 available / 95 sold","95","Apr 20, 2024 08:52:02 PDT","Edison, New Jersey, United States"
"Khadlaj","Khadlaj Hareem Al Sultan Gold Concentrated Oil Perfume 35 ml Women Spray","Oil Perfume","25.99","US $25.99/ea","10","More than 10 available / 49 sold","49","May 22, 2024 20:08:27 PDT","New York, New York, United States"
"Lattafa","Lattafa Yara Women's Floral Perfume 5mL Samples Long Lasting Sweet","Perfume","9.99","US $9.99","7","7 available / 13 sold","13","","Sunnyside, New York, United States"
"Michael Kors","Michael Kors Silky Body Lotion 2.5 oz / 75 ml NEW","Lotion","29.99","US $29.99/ea","10","More than 10 available / 283 sold","283","Mar 28, 2024 08:46:41 PDT","Lake Hiawatha, New Jersey, United States"
"Elizabeth & James","Elizabeth & James Nirvana Rose 0.34 oz eau de parfum rollerball NIB","Eau de Parfum","10.99","US $10.99/ea","10","More than 10 available / 104 sold","104","May 16, 2024 14:41:54 PDT","Edison, New Jersey, United States"
"Oscar de la Renta","OSCAR by Oscar de la Renta for women EDT 6.7 oz New in Box","Eau de Toilette","43.39","US $43.39",,"Last One / 678 sold","678","May 22, 2024 05:09:56 PDT","Dallas, Texas, United States"
"Gucci","Gucci Flora Gorgeous Gardenia 3.3 oz EDP Perfume for Women New In Box","Eau de Parfum","84.98","US $84.98/ea",,"Limited quantity available / 272 sold","272","May 23, 2024 20:04:13 PDT","Hackensack, New Jersey, United States"
